Seed_ID,Seed_Weight (mg),Seed_Size (mm),Seed_Color,Moisture_Content (%),Genetic_Marker_1,Genetic_Marker_2,Soil_pH,Temperature (°C),Humidity (%),Germination_Rate (%),Seed_Quality
S02063,2.72,2.99,Dark,9.27,1,1,7.35,23,55,56,Low
S02064,2.37,2.31,Medium,9.02,0,1,7.15,22,70,85,Medium
S02065,2.54,2.72,Medium,8.82,0,0,7.49,24,72,76,Medium
S02066,3.46,2.18,Dark,8.37,0,1,7.24,32,66,69,Medium
S02067,3,2.49,Dark,9.47,0,1,7.04,21,76,91,High
S02068,2.38,2.73,Medium,9.93,1,0,6.49,35,64,68,Medium
S02069,2.29,2.37,Light,8.56,1,1,7.03,21,75,67,Medium
S02070,3.32,2.12,Light,7.29,1,0,7.1,20,67,64,Low
S02071,2.72,2.28,Light,7.82,1,0,7.09,28,61,64,Low
S02072,2.83,2.44,Light,8.73,0,0,6.99,29,60,86,High
S02073,2.69,2.78,Light,8.82,0,1,6.24,29,59,90,High
S02074,2.46,1.89,Medium,8.89,1,1,6.45,30,54,72,Medium
S02075,3.35,2.07,Dark,7.13,0,0,6.64,34,80,50,Low
S02076,3.49,1.56,Medium,9.26,1,0,6.35,30,70,62,Low
S02077,2.39,1.67,Medium,8.57,1,0,6.64,20,63,95,High
S02078,2.35,2.08,Medium,9,1,1,6.3,34,53,73,Medium
S02079,3.47,2.35,Medium,7.28,1,1,6.25,22,78,79,Medium
S02080,2.95,2.06,Light,7.79,0,1,6.22,31,71,79,Medium
S02081,3.28,2.43,Medium,9.56,0,1,7.02,26,77,50,Low
S02082,2.1,1.53,Dark,8.44,0,1,7.33,32,69,63,Low
S02083,3.28,1.71,Medium,8.55,0,0,6.21,30,73,96,High
S02084,2.28,2.46,Dark,8.55,0,1,6.07,28,51,73,Medium
S02085,3.45,1.52,Medium,8.81,1,0,6.56,29,59,78,Medium
S02086,2.58,2.31,Medium,7.12,0,1,6.68,33,63,82,Medium
S02087,3.27,2.74,Light,9.49,1,1,7.24,32,72,82,Medium
S02088,2.68,2.23,Light,7.74,0,0,6.9,32,77,79,Medium
S02089,3.32,2.89,Medium,9.01,1,1,6.47,33,65,57,Low
S02090,3.31,1.71,Light,8.99,1,0,6.37,20,61,67,Medium
S02091,2.7,2.52,Medium,7.48,1,1,7.11,24,50,100,High
S02092,3.31,2.59,Medium,9.05,1,0,6.36,29,62,89,High
S02093,2.07,2.08,Dark,7.71,1,1,7.26,32,67,51,Low
S02094,2.98,1.99,Medium,9.31,1,1,6.59,33,62,71,Medium
S02095,3.37,2.51,Light,7.01,0,1,6.57,32,68,66,Medium
S02096,2.94,2.47,Medium,10,1,1,6.29,35,76,77,Medium
S02097,2.33,2.81,Dark,9.21,0,1,6.31,30,61,86,High
S02098,2.09,2.29,Dark,8.43,1,0,6.11,25,53,55,Low
S02099,2.53,1.6,Medium,9.38,1,0,6.56,20,65,83,Medium
S02100,2.55,2.08,Light,8.67,0,0,7.07,22,70,61,Low
S02101,2.73,2.57,Medium,9.1,0,0,7.16,27,53,99,High
S02102,3.12,2.57,Dark,7.24,0,1,7.14,23,70,74,Medium
S02103,2.67,2.71,Light,8.17,0,1,6.24,30,77,51,Low
S02104,3,2.92,Dark,9.53,1,0,7.21,20,68,50,Low
S02105,2.23,2.56,Medium,8.84,0,1,7.23,23,67,72,Medium
S02106,3.3,1.51,Medium,8.57,0,1,6.95,27,70,89,High
S02107,3.06,2.48,Light,9.27,1,1,6.52,30,50,54,Low
S02108,3.02,1.68,Light,8.59,0,1,7.43,31,65,70,Medium
S02109,3.16,1.8,Medium,8.27,1,1,7.4,23,68,96,High
S02110,2.98,2.59,Dark,7.33,1,0,7.42,22,60,87,High
S02111,2.36,2.66,Medium,9.25,1,1,6.5,23,65,87,High
S02112,3.26,2.47,Medium,7.74,0,0,6.33,31,78,80,Medium
S02113,3.33,1.66,Dark,9.74,0,0,6.97,29,68,54,Low
S02114,2.35,1.68,Dark,8.95,1,1,7.42,35,74,96,High
S02115,2.49,1.57,Medium,8.63,1,0,7.04,31,74,72,Medium
S02116,2.67,2.46,Medium,9.88,0,0,6.96,22,78,68,Medium
S02117,3.12,2.25,Medium,7.63,1,0,6.27,35,50,64,Low
S02118,3.37,2.97,Medium,8.37,0,1,6.24,24,50,63,Low
S02119,3.49,2.3,Medium,9.67,1,0,7.06,27,69,71,Medium
S02120,2.36,1.69,Medium,7.86,0,1,7.3,28,63,67,Medium
S02121,2.27,2.6,Medium,9.1,0,0,6.83,22,55,74,Medium
S02122,3.35,2.68,Medium,7.04,0,1,6.3,21,57,55,Low
S02123,2.46,2.13,Light,8.82,0,0,6.21,24,52,68,Medium
S02124,2.6,2.92,Dark,7.01,0,1,6.45,34,72,72,Medium
S02125,2.5,2.98,Dark,7.48,1,1,6.73,27,51,85,Medium
S02126,2.57,1.92,Light,9.41,0,1,6.79,31,51,85,Medium
S02127,2.86,2.4,Medium,9.74,0,0,6.97,27,71,61,Low
S02128,3.45,2.01,Light,9.88,1,1,7.02,28,80,68,Medium
S02129,3.36,1.73,Dark,8.7,0,0,6.49,28,78,60,Low
S02130,2.63,1.75,Medium,7.55,1,1,6.97,23,70,75,Medium
S02131,3.11,2.21,Medium,9.19,1,1,6.83,27,68,72,Medium
S02132,2.25,2.97,Medium,7.24,0,0,6.12,20,67,78,Medium
S02133,2.25,2.36,Medium,8.63,0,1,7.16,28,73,98,High
S02134,2.97,1.97,Medium,9.49,0,1,6.81,32,66,58,Low
S02135,2.77,2.37,Light,7.08,1,0,7.27,22,57,60,Low
S02136,2.21,2.21,Light,9.66,0,0,7.11,32,80,57,Low
S02137,2.5,1.85,Medium,7.74,1,1,6.76,28,59,50,Low
S02138,2.68,2.65,Medium,9.73,0,0,6.52,23,54,96,High
S02139,2.88,1.5,Dark,8.14,1,0,7.31,29,73,79,Medium
S02140,2.43,1.96,Medium,9.82,0,0,7.43,22,69,64,Low
S02141,2.47,2.68,Dark,8.25,1,1,7.02,22,54,85,Medium
S02142,3.22,2.17,Medium,8.41,0,1,7.33,23,68,93,High
S02143,3.31,1.99,Dark,9.64,1,1,7.14,24,68,90,High
S02144,2.06,1.76,Dark,7.78,1,1,6.61,26,68,87,High
S02145,3.27,1.78,Light,8.7,1,0,6.09,35,74,64,Low
S02146,3.26,1.9,Medium,8.1,1,1,6.32,21,77,86,High
S02147,2.58,1.84,Light,9.05,1,1,7.07,29,66,58,Low
S02148,3.19,2.37,Dark,9.25,1,1,6.66,32,80,52,Low
S02149,3.05,2.43,Medium,7.71,1,1,7,29,70,70,Medium
S02150,2.34,1.95,Dark,7.33,1,1,6.84,23,72,66,Medium
S02151,2.99,2.04,Medium,9.75,0,1,6.96,33,72,65,Low
S02152,3.29,2.06,Light,8.33,1,0,6.84,32,63,78,Medium
S02153,2.88,2.76,Medium,7.51,0,0,6.04,30,74,97,High
S02154,2.56,1.77,Dark,8.53,0,0,7.11,24,69,99,High
S02155,2.38,1.79,Medium,7.62,1,1,6.31,26,64,87,High
S02156,3.08,2.38,Dark,8.84,1,0,7.35,20,80,74,Medium
S02157,2.23,2.96,Medium,9.64,1,0,6.59,26,75,59,Low
S02158,3.43,2.1,Light,7.39,0,0,6.55,21,64,61,Low
S02159,2.4,1.58,Medium,7.32,1,1,6.44,23,58,91,High
S02160,2.13,2.29,Light,7.67,1,0,6.06,32,64,65,Low
S02161,2.28,1.62,Light,7.81,1,1,6.51,34,72,70,Medium
S02162,2.91,2.21,Medium,7.91,0,1,7.39,20,79,74,Medium
S02163,2.65,1.85,Dark,8.01,1,1,6.49,25,56,94,High
S02164,3.4,1.99,Dark,8.88,0,1,6.15,33,73,52,Low
S02165,2.9,2.62,Dark,9.82,0,1,6.15,21,67,60,Low
S02166,3.22,2.28,Medium,7.96,1,1,6.21,25,60,61,Low
S02167,3.19,2.4,Light,8.21,0,1,6.83,21,73,95,High
S02168,3.06,2.46,Light,8.51,1,1,6.43,26,54,56,Low
S02169,2.4,1.53,Dark,8.61,1,0,6.5,23,76,65,Low
S02170,3.08,2.88,Medium,7.99,1,1,6.83,34,67,91,High
S02171,2.65,1.51,Medium,7.67,0,0,7.17,33,61,72,Medium
S02172,2.35,2.27,Dark,8.03,0,1,6.19,20,50,67,Medium
S02173,3.01,2.66,Light,7,0,1,7.17,26,67,86,High
S02174,2.31,1.84,Dark,7.73,0,0,6.78,21,75,99,High
S02175,3.46,2.03,Medium,9.59,1,1,7.33,23,77,82,Medium
S02176,2.57,2.02,Medium,9.96,1,0,7.47,28,51,95,High
S02177,2.12,2.09,Dark,7.78,0,0,6.27,35,74,55,Low
S02178,3.46,1.52,Medium,9.85,1,1,7.37,32,53,60,Low
S02179,2.35,2.75,Medium,7.85,0,1,6.72,23,77,61,Low
S02180,2.21,1.52,Light,8.94,1,1,7.11,30,80,50,Low
S02181,2.68,1.59,Light,9.46,1,0,6.48,35,64,67,Medium
S02182,2.76,1.95,Dark,8.27,0,1,6.56,26,54,69,Medium
S02183,2.05,2.02,Medium,8.91,0,1,7.33,24,72,96,High
S02184,3.4,2.33,Medium,8.59,1,0,6.25,22,69,57,Low
S02185,2.25,1.94,Light,8.45,1,0,6.05,33,80,99,High
S02186,2.43,2.81,Light,8.28,1,0,6.75,34,52,83,Medium
S02187,2.3,2.16,Dark,9.19,1,1,6,23,80,58,Low
S02188,2.93,2.06,Light,7.42,1,0,7.12,24,51,59,Low
S02189,2.76,2.16,Light,7.33,0,0,6.22,21,65,78,Medium
S02190,2.32,2.93,Medium,7.39,1,0,6.17,27,69,55,Low
S02191,2.26,2.91,Dark,7.89,0,1,6.17,24,58,55,Low
S02192,2.24,1.55,Light,7.59,0,1,7.49,34,50,50,Low
S02193,3.15,2.41,Light,9.99,0,1,6.33,21,70,66,Medium
S02194,2.92,2.85,Medium,8.08,0,1,6.37,33,60,79,Medium
S02195,2.05,1.63,Medium,8.46,1,0,7.44,23,70,92,High
S02196,2.76,1.58,Medium,8.72,0,0,6.33,26,56,60,Low
S02197,2.14,2.93,Dark,8.1,0,1,6.89,34,80,63,Low
S02198,2.58,2.09,Light,9.73,0,1,6.62,27,77,71,Medium
S02199,3.39,2.94,Dark,8.35,0,0,6.67,21,63,95,High
S02200,2.26,1.63,Medium,9.44,0,0,7.05,31,51,76,Medium
S02201,2.59,2.16,Dark,9.34,0,0,7.46,23,62,53,Low
S02202,3.36,2.42,Light,7.52,0,1,7.04,22,59,53,Low
S02203,3.37,1.66,Dark,7.46,0,1,6.42,28,62,79,Medium
S02204,2.72,2.32,Light,8.71,0,1,6.52,32,77,85,Medium
S02205,3,2.9,Dark,7.21,0,0,6.31,23,69,83,Medium
S02206,3.09,2.52,Light,8.65,1,1,6.07,24,74,72,Medium
S02207,2.27,2.11,Light,8.52,1,1,6.92,29,77,65,Low
S02208,2.86,1.71,Medium,9.04,0,1,6.88,29,57,66,Medium
S02209,2.28,1.61,Light,7.23,0,0,6.64,30,62,75,Medium
S02210,2.41,2.65,Dark,9.27,0,0,6.54,35,66,51,Low
S02211,3.1,2.23,Dark,7.71,0,0,6.09,26,60,77,Medium
S02212,2.44,1.79,Medium,7.7,1,0,6.19,28,65,52,Low
S02213,2.9,2.76,Light,8.39,1,1,6.53,30,66,64,Low
S02214,2.91,2.26,Dark,7.8,0,1,6.03,21,55,77,Medium
S02215,3.3,2.3,Dark,9.92,1,0,6.46,27,56,76,Medium
S02216,2.98,2.36,Medium,7.15,1,0,6.01,23,51,71,Medium
S02217,3.32,2.91,Light,9.51,0,1,6.26,23,73,81,Medium
S02218,2.19,2.79,Medium,9.82,0,1,7.06,33,72,96,High
S02219,3.07,1.94,Dark,8.48,1,0,6.58,31,70,74,Medium
S02220,2.08,1.78,Light,7.24,0,0,6.41,22,64,60,Low
S02221,2.29,1.6,Dark,9.23,0,1,7.38,35,78,94,High
S02222,2.05,1.5,Light,8.43,0,1,6.67,32,71,79,Medium
S02223,3.43,2.92,Light,8.64,0,1,6.96,30,58,96,High
S02224,2.15,2,Medium,8.21,1,0,6,28,56,86,High
S02225,3.24,2.39,Light,8.51,1,1,6.37,26,59,53,Low
S02226,2.34,2.31,Medium,9.42,0,0,6.51,25,57,97,High
S02227,2.41,1.88,Dark,9.24,0,0,6.49,32,64,78,Medium
S02228,3.25,2.79,Light,7.83,0,1,7.03,29,54,65,Low
S02229,2.67,1.88,Medium,7.45,0,0,6.4,30,75,76,Medium
S02230,2.97,1.55,Dark,7.65,0,1,6.93,35,67,50,Low
S02231,3.15,2.4,Light,8.19,1,1,7.31,33,54,50,Low
S02232,2.57,2.32,Dark,7.42,0,0,6.46,26,57,86,High
S02233,2.65,2.6,Light,7.6,1,1,7.21,22,65,69,Medium
S02234,2.67,1.96,Light,8.33,1,0,6.57,29,51,77,Medium
S02235,2.63,1.57,Light,7.69,1,0,6.52,25,52,60,Low
S02236,2.34,2.74,Dark,7.46,1,0,6.06,25,60,90,High
S02237,2.1,1.71,Light,8.22,1,0,6.05,26,79,78,Medium
S02238,3.38,2.13,Medium,9.04,0,0,6.31,24,77,71,Medium
S02239,2.83,2.2,Medium,8.76,1,1,6.92,25,68,88,High
S02240,2.37,2.83,Dark,7.13,0,1,6.9,23,62,87,High
S02241,3.39,2.54,Light,7.45,0,0,6.47,28,79,75,Medium
S02242,3.17,2.79,Light,7.76,1,1,7.3,29,64,68,Medium
S02243,3.03,2.06,Dark,8.27,0,1,7.22,20,69,95,High
S02244,2.81,2.07,Medium,8.42,1,1,7.27,34,75,76,Medium
S02245,3.25,2.55,Medium,7.18,0,0,6.09,31,80,83,Medium
S02246,2.67,2.36,Medium,9.88,1,1,6.89,24,70,99,High
S02247,2.25,2.76,Medium,7.86,0,1,6.21,33,52,59,Low
S02248,3.1,1.84,Light,8.33,0,1,6.63,23,51,58,Low
S02249,3.19,2.09,Medium,9.58,0,1,6.36,25,67,55,Low
S02250,2.14,1.79,Dark,7.2,1,1,7.08,22,75,98,High
S02251,3.13,2.47,Medium,9.75,1,0,7.24,23,80,85,Medium
S02252,2.34,2.16,Dark,7.51,1,1,6.23,32,62,77,Medium
S02253,2.57,2.68,Light,7.37,1,1,6.56,25,50,78,Medium
S02254,3.32,2.68,Dark,8.26,0,0,6.78,28,52,57,Low
S02255,2.31,2.94,Medium,9.91,1,1,6.04,20,59,52,Low
S02256,2.92,2.75,Dark,9.37,0,0,7.4,29,58,68,Medium
S02257,3.41,1.97,Dark,7.9,0,1,6.28,31,59,55,Low
S02258,2.13,2.17,Medium,7.3,0,0,7.4,34,76,76,Medium
S02259,2.32,2.27,Dark,9.3,0,0,7.02,24,74,66,Medium
S02260,3.08,2.11,Dark,9.81,1,1,6.8,35,73,99,High
S02261,2.96,1.8,Light,7.03,0,0,6.37,29,60,64,Low
S02262,2.31,2.6,Light,7.09,1,1,7.28,28,66,99,High
S02263,2.01,2.3,Dark,9.66,0,0,7.18,25,77,69,Medium
S02264,3.46,1.52,Dark,9.55,1,1,6.3,35,70,59,Low
S02265,2.31,2.96,Dark,8.29,1,0,6.81,34,52,51,Low
S02266,2.53,2.43,Light,8.89,1,0,6.72,26,51,89,High
S02267,2.6,1.83,Dark,8.67,0,0,7.36,21,80,77,Medium
S02268,2.53,2.86,Dark,7.38,1,1,6.91,22,75,91,High
S02269,2.79,2.64,Dark,8.62,0,0,6.13,29,68,53,Low
S02270,2.93,2.75,Light,7.41,0,1,6.53,21,79,50,Low
S02271,2.33,1.59,Light,8.1,1,1,7.03,20,58,62,Low
S02272,3.17,2.11,Dark,7.83,0,1,6.62,25,52,62,Low
S02273,2.66,2.9,Light,7.24,0,0,6.4,26,54,70,Medium
S02274,2.03,2.65,Dark,7.26,1,0,6.44,20,79,93,High
S02275,2.92,2.68,Light,7.7,0,0,6.04,30,56,71,Medium
S02276,3.33,2.33,Medium,7.18,0,1,7.25,27,61,82,Medium
S02277,2.87,2.05,Light,7.14,0,1,6.65,25,65,98,High
S02278,2.36,2.47,Dark,7.61,1,1,6.89,27,55,68,Medium
S02279,3.38,2.54,Dark,8.99,1,0,6.59,22,58,53,Low
S02280,2.92,1.71,Light,9.19,0,0,6.61,23,74,73,Medium
S02281,3.37,2.98,Dark,7.78,0,0,6.66,34,53,93,High
S02282,2.82,1.75,Dark,7.87,0,0,6.22,31,62,68,Medium
S02283,2.06,2.06,Medium,7.32,0,0,6.25,20,50,74,Medium
S02284,2.39,1.61,Medium,8.64,1,1,6.51,29,80,62,Low
S02285,3.21,1.7,Dark,7.8,0,0,6.13,20,75,81,Medium
S02286,2.11,2.17,Light,8.83,1,0,7.07,26,51,70,Medium
S02287,2.19,2.34,Medium,7.41,0,1,6.51,30,72,70,Medium
S02288,2.33,2.04,Medium,9.69,0,0,6.57,34,63,86,High
S02289,2.35,2.11,Dark,8.15,1,1,6.13,34,53,64,Low
S02290,3.37,2.06,Dark,9.61,1,0,6.66,33,57,89,High
S02291,3.37,2.71,Dark,8.44,1,1,7.37,27,71,91,High
S02292,3.38,2.23,Medium,9.39,1,0,6.97,34,56,59,Low
S02293,2.02,1.73,Medium,7.22,1,0,6.84,25,69,71,Medium
S02294,3.13,2.7,Medium,7.89,1,1,6.22,21,73,79,Medium
S02295,2.33,2.7,Light,8.81,0,0,7.26,32,68,80,Medium
S02296,2.68,1.84,Light,7.14,1,1,6.48,29,73,86,High
S02297,2.19,2.52,Medium,7.68,1,0,6.02,27,51,63,Low
S02298,2.15,2.29,Dark,8.44,0,1,6.51,28,52,75,Medium
S02299,2.58,2.39,Dark,9.21,1,0,6.56,29,67,64,Low
S02300,2.9,2.85,Light,7.22,1,0,6.48,23,68,84,Medium
S02301,2.3,2.03,Dark,8.35,1,0,6.62,34,71,64,Low
S02302,3.13,2.85,Dark,8.48,0,0,6.71,23,73,85,Medium
S02303,3.21,2.53,Dark,9.82,1,0,6.82,31,59,64,Low
S02304,2.18,2.81,Light,9.02,0,1,6.11,30,54,97,High
S02305,2.23,2.64,Dark,8.36,1,1,6.1,27,74,89,High
S02306,3.26,2.04,Medium,7.71,1,1,6.13,25,60,57,Low
S02307,2.82,2.16,Medium,9.86,1,0,6.72,29,61,80,Medium
S02308,2.1,2.41,Medium,8.61,0,1,6.01,35,75,65,Low
S02309,2.97,2.67,Light,9.04,0,1,6.27,32,79,71,Medium
S02310,2.16,2.15,Dark,8.82,1,0,6.77,23,52,82,Medium
S02311,2.63,2.2,Dark,9.7,1,1,7.16,35,56,72,Medium
S02312,2.31,1.59,Light,9.42,0,1,6.37,22,54,98,High
S02313,2.47,1.78,Medium,8.55,1,0,7.01,24,59,85,Medium
S02314,2.7,1.79,Dark,9.89,0,0,6.06,23,60,65,Low
S02315,3.45,2.24,Medium,7.32,1,1,6.26,26,75,61,Low
S02316,2.9,1.8,Dark,8.64,0,1,7.1,34,78,93,High
S02317,2.11,1.61,Medium,8.99,0,0,7.46,34,74,75,Medium
S02318,2.88,1.51,Dark,9.71,1,1,6.81,22,69,52,Low
S02319,2.01,2.98,Medium,7.59,0,0,7.17,31,75,80,Medium
S02320,2.47,2.52,Dark,8.99,0,0,6.53,29,60,96,High
S02321,2.25,2.83,Dark,9.21,1,1,6.54,31,55,100,High
S02322,3.18,2.68,Medium,8.98,1,1,6.11,28,57,97,High
S02323,3.36,1.84,Dark,7.24,1,1,6.07,32,73,55,Low
S02324,2.4,1.98,Dark,9.28,1,1,6.15,23,62,60,Low
S02325,2.9,2.35,Medium,9.32,1,0,7.3,27,58,82,Medium
S02326,3.25,2.44,Dark,8.13,0,1,6.97,31,61,96,High
S02327,3.21,2.9,Dark,9.89,1,1,6.72,27,76,84,Medium
S02328,2.77,2.67,Light,8.03,0,1,6.93,34,58,59,Low
S02329,3.22,2.71,Dark,7.64,1,1,7.37,24,71,86,High
S02330,3.48,2.17,Medium,9.04,0,0,6.75,30,65,51,Low
S02331,2.29,2.33,Light,9.99,0,1,6.41,23,66,66,Medium
S02332,2.67,2.45,Light,7.95,1,1,6.66,26,77,85,Medium
S02333,2.55,2.16,Light,9.15,0,1,6.86,33,50,54,Low
S02334,3.43,1.75,Medium,7.84,1,1,6.41,32,73,76,Medium
S02335,2.8,2.24,Dark,7.71,1,1,7.14,27,62,78,Medium
S02336,2.02,2.71,Medium,7.73,0,0,7.24,32,69,98,High
S02337,2.71,2.16,Medium,7.93,0,0,6.28,26,71,76,Medium
S02338,3.21,2.52,Light,7.62,1,0,7.09,21,56,58,Low
S02339,2.99,1.51,Light,7.74,1,1,6.86,24,72,84,Medium
S02340,3.01,1.7,Medium,7.68,0,0,7.46,28,72,62,Low
S02341,2.07,2.95,Medium,8.24,1,0,6.89,33,73,64,Low
S02342,3.23,1.58,Light,7.65,1,1,7.18,33,66,64,Low
S02343,3.32,2.77,Dark,7.46,1,1,7.31,28,53,57,Low
S02344,2.55,2.38,Medium,7.08,0,0,6.51,32,65,89,High
S02345,2.42,2.27,Light,9.42,0,0,6.86,34,71,68,Medium
S02346,2.26,2.34,Medium,8.85,0,1,6.75,20,70,65,Low
S02347,2.48,1.97,Dark,7.93,0,0,6.09,26,74,64,Low
S02348,3.34,1.78,Dark,7.15,1,0,7.32,21,72,66,Medium
S02349,2,1.63,Dark,8.8,0,0,6.76,28,62,51,Low
S02350,3.28,1.99,Light,7.46,1,1,7.19,24,73,70,Medium
S02351,2.39,2.31,Medium,8.47,0,1,7.48,27,59,74,Medium
S02352,3.48,2.57,Dark,7.89,1,1,6.22,21,66,74,Medium
S02353,3.46,1.64,Medium,8.76,1,0,7.04,23,61,96,High
S02354,2.68,2.73,Dark,8.93,1,1,6.94,31,72,99,High
S02355,3.18,2.7,Light,7.29,0,0,6.46,35,62,72,Medium
S02356,2.89,1.86,Dark,9.58,1,0,6.54,24,52,70,Medium
S02357,3.29,1.85,Dark,9.31,1,1,6.79,34,51,94,High
S02358,2.94,2.3,Dark,9.45,1,1,6.49,23,66,89,High
S02359,2.48,2.06,Light,8.27,1,0,7.49,25,69,53,Low
S02360,2.87,1.73,Dark,8.37,1,0,6.19,21,65,90,High
S02361,3.26,2.02,Light,7.94,1,0,6.88,20,78,95,High
S02362,3.18,2.74,Dark,8.13,1,1,6.76,31,58,72,Medium
S02363,3.27,2.48,Medium,9.23,1,1,7.13,29,74,81,Medium
S02364,3.16,2.73,Dark,7.63,0,0,6.24,25,78,66,Medium
S02365,2.29,2.87,Light,7.39,0,1,7.05,25,52,95,High
S02366,2.2,2.27,Dark,9.1,0,0,6.62,25,80,94,High
S02367,2.99,1.6,Medium,9.56,0,1,6.28,33,61,80,Medium
S02368,2.93,1.94,Light,8.11,0,1,7.44,35,55,82,Medium
S02369,3.27,2.6,Light,9.97,0,1,6.53,30,75,80,Medium
S02370,3.36,2.3,Light,7.71,1,1,6.62,32,63,66,Medium
S02371,2.23,2.94,Dark,7.8,1,0,7.36,21,60,99,High
S02372,3.33,2.21,Dark,8.89,0,1,6.03,20,77,72,Medium
S02373,2.8,2.54,Light,9.88,1,1,6.71,29,65,87,High
S02374,2.17,2.72,Dark,9.63,0,0,6.76,20,60,85,Medium
S02375,2.29,2.52,Light,9.48,0,0,6.27,21,75,83,Medium
S02376,3.44,2.2,Medium,8.52,0,1,6.74,21,60,55,Low
S02377,2.84,2.85,Medium,7.36,0,1,7.2,21,77,77,Medium
S02378,3.16,2.29,Light,9.84,0,0,7.26,24,77,90,High
S02379,2.25,1.84,Medium,7.96,1,1,6.76,27,78,76,Medium
S02380,2.1,2.58,Dark,9.82,0,0,6.14,28,70,67,Medium
S02381,3.04,2.47,Medium,7.22,1,1,7.02,27,76,59,Low
S02382,2.38,2.73,Medium,9.05,0,0,7.05,21,77,51,Low
S02383,3.4,1.54,Medium,8.98,0,1,6.89,30,55,88,High
S02384,2.05,2.79,Light,9.48,1,0,7.22,21,59,94,High
S02385,3.36,1.83,Medium,8.75,1,1,6.18,25,51,81,Medium
S02386,2.62,2.92,Light,9.34,0,0,6.88,29,54,94,High
S02387,2.27,2.32,Light,7.13,1,1,6.29,21,54,93,High
S02388,2.43,2.09,Medium,8.75,0,1,6.18,29,51,67,Medium
S02389,2.04,1.96,Dark,9.36,1,1,7.4,35,61,92,High
S02390,3.13,2.52,Light,8.32,1,1,6.35,33,77,100,High
S02391,2.16,2.49,Dark,8.88,0,1,6.03,21,75,83,Medium
S02392,2.05,1.55,Light,8.73,1,1,7.25,26,68,81,Medium
S02393,2.47,1.87,Dark,7.49,1,0,6.61,21,70,66,Medium
S02394,2.98,1.98,Dark,7.34,1,1,6.13,22,59,98,High
S02395,2.11,2.69,Medium,7.48,0,1,7.19,28,52,73,Medium
S02396,3.42,2.64,Light,7.05,1,1,6.85,34,59,91,High
S02397,2.43,1.51,Dark,8.82,0,1,6.15,35,58,97,High
S02398,3.15,2.27,Dark,9.83,0,0,6.85,21,51,75,Medium
S02399,2.16,1.91,Medium,9.22,1,0,7.2,29,65,83,Medium
S02400,2.72,2.51,Medium,8.74,0,1,6.66,30,62,88,High
S02401,2.46,2.94,Dark,8.93,1,0,6.02,24,56,78,Medium
S02402,2.28,2.89,Dark,8.63,0,1,7.11,33,61,55,Low
S02403,2.31,2.34,Dark,7.42,1,1,6.88,24,53,86,High
S02404,2.99,2.76,Light,9.55,0,0,6.74,35,59,53,Low
S02405,2.03,2.7,Light,7.15,0,1,6.06,31,72,93,High
S02406,3.33,2.11,Medium,9.6,1,0,7.37,31,54,55,Low
S02407,3.2,2.56,Light,7.23,0,1,6.52,35,54,78,Medium
S02408,2.51,2.75,Dark,8.32,0,1,6.47,24,58,94,High
S02409,3.05,1.55,Light,7.43,0,1,6.95,23,58,80,Medium
S02410,3.01,1.53,Dark,7.82,1,0,6.95,24,73,80,Medium
S02411,3.29,2.77,Medium,7.13,0,0,7.19,34,78,65,Low
S02412,2.17,1.51,Light,7.96,0,1,6.53,21,56,63,Low
S02413,3.19,2.11,Light,7.94,0,1,6,25,73,50,Low
S02414,2.02,1.74,Dark,8.27,0,0,6.63,32,79,69,Medium
S02415,3.17,1.68,Light,9.45,1,1,6.32,24,76,85,Medium
S02416,2.33,1.95,Medium,7.21,1,0,7.41,29,66,58,Low
S02417,3.19,1.8,Dark,7.52,1,1,6.08,27,59,62,Low
S02418,2.58,2.51,Light,7.09,1,1,6.69,25,69,55,Low
S02419,2.92,1.79,Light,8.83,0,0,7.14,28,79,96,High
S02420,2.86,2.84,Dark,8.39,0,1,6.01,21,61,53,Low
S02421,2.76,2.29,Light,9.27,0,0,7.45,34,58,62,Low
S02422,2.91,2.49,Dark,7.43,1,1,6.34,33,77,98,High
S02423,2.07,1.9,Dark,9.15,0,1,7.01,32,72,56,Low
S02424,2.8,2.45,Light,8.9,1,0,7.29,34,79,81,Medium
S02425,2.84,1.7,Dark,8.49,1,0,6.67,28,78,97,High
S02426,2.45,2.25,Medium,9.12,1,1,6.94,30,66,90,High
S02427,2.5,2.12,Light,8.25,1,0,6.72,28,54,79,Medium
S02428,3.43,2.15,Dark,7.19,0,0,7.42,32,52,74,Medium
S02429,3.31,2.46,Dark,9.26,0,1,7.01,25,72,100,High
S02430,3.31,1.56,Medium,8.77,0,0,6.86,35,66,88,High
S02431,2.03,2.02,Medium,9.06,0,0,6.07,24,78,71,Medium
S02432,2.47,2.87,Dark,9.96,1,1,7.09,32,61,99,High
S02433,2.37,1.57,Dark,7.88,1,1,6.49,35,77,98,High
S02434,2.13,2.31,Light,8.72,1,0,6.61,35,70,90,High
S02435,3.41,1.7,Light,8.35,0,0,6.67,27,51,87,High
S02436,2.38,2.55,Light,8.04,1,0,7.36,23,53,94,High
S02437,2.58,2.13,Medium,7.11,1,1,6.77,25,72,50,Low
S02438,2.42,2.39,Medium,8.37,0,0,6.42,23,66,97,High
S02439,2.56,1.96,Medium,8.81,1,0,7.02,27,50,89,High
